Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,IncomePerHour,RoleToCompanyRatio,PromotionFrequency,Attrition
45,Travel_Rarely,252,Research & Development,1,3,Other,336,3,Male,70,4,5,Manager,4,Married,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7,738.5384615384615,55.43302540415705,0.0,0.04,0
48,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,633.4166666666666,43.88568129330255,0.6666666666666666,0.6666666666666666,0
35,Travel_Frequently,662,Sales,18,4,Marketing,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2,769.0,13.31986143187067,0.4,0.6,1
25,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,575.8571428571429,11.636836027713626,0.6666666666666666,0.0,1
44,Travel_Frequently,1193,Research & Development,2,1,Medical,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2,600.5294117647059,29.471709006928407,0.6666666666666666,0.6666666666666666,0
37,Travel_Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,698.1666666666666,12.09295612009238,0.3333333333333333,0.0,0
45,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,236.88888888888889,6.1547344110854505,0.6666666666666666,0.0,0
20,Travel_Rarely,1362,Research & Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,504.5,2.9128175519630486,0.0,0.5,1
53,Travel_Rarely,1376,Sales,2,2,Medical,981,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,645.7391304347826,42.875288683602776,0.7222222222222222,0.8333333333333334,0
42,Travel_Rarely,532,Research & Development,4,2,Technical Degree,319,3,Male,58,3,5,Manager,4,Married,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15,836.1739130434783,55.519630484988454,0.7391304347826086,0.4782608695652174,0
36,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,No,21,4,4,0,10,2,2,10,1,0,8,353.27272727272725,11.218244803695152,0.09090909090909091,0.0,0
50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,264.44444444444446,6.87066974595843,0.0,0.0,0
21,Travel_Rarely,501,Sales,5,1,Medical,2021,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Yes,11,3,4,0,2,6,3,2,2,1,2,793.3333333333334,6.87066974595843,0.6666666666666666,0.3333333333333333,0
49,Travel_Rarely,464,Research & Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,143.72222222222223,7.468244803695151,0.6666666666666666,0.6666666666666666,0
20,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,909.3333333333334,7.875288683602772,0.6666666666666666,0.0,0
26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,721.5,8.331408775981524,0.5,0.0,0
24,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,No,12,3,2,0,4,2,2,4,3,1,2,923.4,13.328521939953811,0.6,0.2,0
54,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,797.0,39.11374133949192,0.6,0.0,0
50,Travel_Rarely,1207,Research & Development,28,1,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,153.38095238095238,9.29849884526559,0.38095238095238093,0.14285714285714285,0
33,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,850.625,39.28983833718245,0.75,0.875,1
41,Travel_Rarely,582,Research & Development,28,4,Life Sciences,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,No,23,4,3,1,21,3,3,20,7,0,10,616.8181818181819,39.174364896073904,0.3333333333333333,0.0,0
41,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,721.5217391304348,47.907043879907626,0.8421052631578947,0.5789473684210527,0
29,Travel_Rarely,121,Sales,27,3,Marketing,283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9,694.4545454545455,22.05254041570439,0.36363636363636365,0.09090909090909091,1
42,Travel_Frequently,570,Research & Development,8,3,Life Sciences,809,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,737.2,53.20438799076213,0.28,0.56,0
46,Travel_Frequently,1211,Sales,5,4,Marketing,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8,384.8,16.662817551963048,0.6,0.0,0
32,Travel_Rarely,529,Research & Development,2,3,Technical Degree,2038,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,No,14,3,4,0,4,4,3,4,2,1,2,487.8,7.040993071593534,0.4,0.2,0
32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1,443.90909090909093,14.096420323325637,0.36363636363636365,0.09090909090909091,1
38,Travel_Rarely,168,Research & Development,1,3,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0,714.6363636363636,22.693418013856814,0.0,0.0,0
44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,787.9,22.74538106235566,0.7777777777777778,0.6666666666666666,0
29,Travel_Rarely,805,Research & Development,1,2,Life Sciences,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,1159.5,6.694572748267899,0.0,0.0,1
42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1408,3,Female,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9,763.5909090909091,48.495958429561206,0.3333333333333333,0.0,0
43,Travel_Frequently,185,Research & Development,10,4,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,245.5,7.087182448036952,0.7777777777777778,0.1111111111111111,0
45,Travel_Rarely,974,Research & Development,1,4,Medical,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,252.22222222222223,6.553117782909931,0.5,0.0,0
38,Travel_Rarely,903,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,606.875,14.015588914549655,0.3333333333333333,0.16666666666666666,1
36,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,907.2727272727273,28.810623556581987,0.2727272727272727,0.8181818181818182,0
36,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,284.7368421052632,15.617782909930717,0.8235294117647058,0.29411764705882354,0
19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,1276.0,7.3672055427251735,0.5,0.0,0
31,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,598.3636363636364,19.001154734411088,0.7142857142857143,0.0,0
34,Travel_Rarely,1354,Research & Development,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,775.4,33.576789838337184,0.8333333333333334,0.4166666666666667,0
30,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,947.2,13.672055427251733,0.6666666666666666,0.6666666666666666,0
33,Travel_Rarely,813,Research & Development,14,3,Medical,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4,270.6666666666667,7.032332563510393,0.6666666666666666,0.0,1
24,Non-Travel,673,Research & Development,11,2,Other,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,668.5,11.579099307159353,0.4,0.2,0
32,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8,490.54545454545456,15.577367205542727,0.6363636363636364,0.0,0
33,Travel_Rarely,501,Research & Development,15,2,Medical,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Yes,13,3,1,1,10,6,3,9,7,8,1,443.45454545454544,14.081986143187068,0.7,0.8,0
29,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,408.5,7.075635103926097,0.0,0.0,0
26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,387.75,8.954965357967668,0.5714285714285714,0.0,1
30,Non-Travel,990,Research & Development,7,3,Technical Degree,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0,637.0,3.6778290993071594,0.0,0.0,0
36,Travel_Rarely,430,Research & Development,2,4,Other,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,435.125,20.098152424942263,0.0,0.0,0
28,Travel_Frequently,791,Research & Development,1,4,Medical,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,359.0,6.218244803695151,0.4,0.0,0
35,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,828.0,14.341801385681293,0.3333333333333333,0.0,0
29,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,1264.7142857142858,25.55715935334873,0.5714285714285714,0.14285714285714285,0
58,Non-Travel,350,Sales,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,No,22,4,4,1,37,0,2,16,9,14,14,428.7105263157895,47.02944572748268,0.5294117647058824,0.8235294117647058,0
52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,517.34375,47.79157043879908,0.3333333333333333,0.16666666666666666,0
55,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,529.3513513513514,56.54157043879908,0.16216216216216217,0.05405405405405406,0
30,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,266.5,6.1547344110854505,0.3333333333333333,0.0,1
27,Travel_Frequently,294,Research & Development,10,2,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7,879.3,25.383949191685915,0.7,0.1,0
32,Non-Travel,1146,Research & Development,15,4,Medical,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,No,18,3,2,1,9,6,3,5,1,1,2,666.7,19.246535796766747,0.16666666666666666,0.16666666666666666,0
54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,480.5135135135135,51.32505773672056,0.8181818181818182,0.0,0
55,Travel_Rarely,111,Sales,1,2,Life Sciences,106,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,409.56,29.55831408775982,0.0,0.5,0
31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,664.25,7.670323325635104,0.6666666666666666,0.6666666666666666,0
32,Travel_Rarely,234,Sales,1,4,Medical,2013,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,No,14,3,2,1,3,2,3,2,2,2,2,567.25,6.550230946882218,0.6666666666666666,0.6666666666666666,0
24,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,765.3333333333334,6.628175519630485,0.5,0.0,0
51,Travel_Rarely,1302,Research & Development,2,3,Medical,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,391.57142857142856,15.825635103926098,0.2,0.2,0
37,Non-Travel,728,Research & Development,1,4,Medical,380,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,850.1875,39.269630484988454,0.3333333333333333,0.0,0
39,Travel_Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,402.9230769230769,15.121247113163973,0.0,0.0,1
46,Travel_Rarely,377,Sales,9,3,Marketing,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3,348.13793103448273,29.14549653579677,0.875,0.5,1
32,Non-Travel,300,Research & Development,1,3,Life Sciences,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2,462.8,6.680138568129331,0.0,0.0,0
26,Travel_Frequently,575,Research & Development,1,2,Life Sciences,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,727.3333333333334,12.598152424942263,0.6666666666666666,0.6666666666666666,0
48,Travel_Rarely,626,Research & Development,1,2,Life Sciences,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0,224.20833333333334,15.534064665127023,0.0,0.0,1
29,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,392.6363636363636,12.468244803695152,0.6363636363636364,0.0,0
39,Travel_Rarely,360,Research & Development,23,3,Medical,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3,557.7142857142857,11.270207852193996,0.3333333333333333,0.0,1
36,Non-Travel,301,Sales,15,4,Marketing,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,1,15,4,2,15,12,11,11,337.875,15.606235565819862,0.75,0.6875,0
37,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,533.4444444444445,27.719399538106238,0.0,0.25,0
26,Travel_Rarely,652,Research & Development,7,3,Other,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7,397.55555555555554,10.329099307159353,0.875,0.0,0
21,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,1358.0,7.840646651270208,0.0,0.0,1
33,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,713.6666666666666,24.722863741339495,0.0,0.0,1
46,Travel_Rarely,945,Human Resources,5,2,Medical,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,295.3529411764706,14.494803695150116,0.4,0.0,0
37,Non-Travel,1413,Research & Development,5,2,Technical Degree,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3,437.5,10.103926096997691,0.7142857142857143,0.14285714285714285,0
31,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,895,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,261.77777777777777,6.801385681293303,0.5714285714285714,0.0,0
44,Non-Travel,489,Research & Development,23,3,Medical,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,113.44444444444444,5.894919168591224,0.5,0.25,0
36,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,188.8235294117647,9.26674364896074,0.8125,0.625,0
52,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,633.2962962962963,49.36200923787529,0.8,0.7,0
52,Travel_Rarely,723,Research & Development,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,411.75,14.263856812933026,0.2222222222222222,0.7777777777777778,1
39,Travel_Rarely,119,Sales,15,4,Marketing,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,No,12,3,1,0,21,3,3,20,8,11,10,606.4090909090909,38.513279445727484,0.38095238095238093,0.5238095238095238,0
53,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,689.1111111111111,53.712471131639724,0.875,0.5,0
38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,236.75,13.66916859122402,0.7857142857142857,0.14285714285714285,0
58,Travel_Rarely,601,Research & Development,7,4,Medical,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9,312.75,28.89145496535797,0.8181818181818182,0.45454545454545453,1
18,Travel_Rarely,230,Research & Development,3,3,Life Sciences,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,1420.0,4.099307159353349,0.0,0.0,1
35,Travel_Rarely,817,Research & Development,1,3,Medical,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0,487.54545454545456,15.482101616628176,0.7,0.0,0
23,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,414.6,5.984411085450347,0.6666666666666666,0.6666666666666666,0
35,Travel_Rarely,802,Research & Development,10,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,979.25,11.307736720554272,0.5,0.25,0
39,Non-Travel,1485,Research & Development,25,2,Life Sciences,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5,780.0,31.524249422632796,0.5714285714285714,0.0,0
54,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,776.24,56.02193995381063,0.4,0.2,0
38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3,522.0,7.534642032332564,0.4,0.0,0
38,Travel_Frequently,1394,Research & Development,8,3,Medical,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7,101.57142857142857,6.157621247113164,0.5238095238095238,0.0,0
41,Non-Travel,256,Sales,10,2,Medical,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9,307.55,17.756928406466514,0.1,0.55,0
34,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,411.75,9.509237875288685,0.6666666666666666,0.0,0
42,Travel_Rarely,603,Research & Development,7,4,Medical,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0,124.84210526315789,6.847575057736721,0.0,0.0,0
28,Travel_Rarely,329,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,1204.0,6.951501154734411,0.5,0.0,1
45,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2,852.7272727272727,27.078521939953813,0.25,0.25,0
33,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,209.53333333333333,9.073325635103927,0.7272727272727273,0.6363636363636364,0
29,Travel_Rarely,1246,Sales,19,3,Life Sciences,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4,783.6363636363636,24.884526558891455,0.6363636363636364,0.0,0
37,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,749.125,17.30080831408776,0.625,0.0,0
33,Travel_Rarely,213,Research & Development,7,3,Medical,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,779.4,33.75,0.6428571428571429,0.21428571428571427,0
22,Non-Travel,457,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,562.8,8.123556581986143,0.4,0.2,0
31,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,697.75,8.05715935334873,0.6666666666666666,0.6666666666666666,0
37,Travel_Rarely,482,Research & Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,857.6363636363636,27.234411085450347,0.6363636363636364,0.6363636363636364,0
29,Travel_Rarely,906,Research & Development,10,3,Life Sciences,994,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,601.0,6.939953810623557,0.0,0.0,1
40,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,642.8095238095239,38.96939953810624,0.3684210526315789,0.10526315789473684,0
29,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,1085.0,34.45438799076213,0.18181818181818182,0.0,0
30,Travel_Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,556.1818181818181,17.661662817551964,0.8181818181818182,0.09090909090909091,0
51,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,819.75,37.86374133949192,0.6666666666666666,0.6666666666666666,0
38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,420.14285714285717,25.470554272517322,0.45,0.05,0
32,Travel_Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,373.42857142857144,15.092378752886837,0.8571428571428571,0.7857142857142857,0
40,Non-Travel,1479,Sales,24,3,Life Sciences,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,573.6521739130435,38.08891454965358,0.0,0.0,1
46,Travel_Frequently,638,Research & Development,1,3,Medical,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,485.1363636363636,30.81120092378753,0.8181818181818182,0.8181818181818182,0
38,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,413.25,9.543879907621248,0.0,0.0,0
43,Non-Travel,343,Research & Development,9,3,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,304.75,7.03810623556582,0.5,0.25,0
